Company,TypeName,Ram,Memory,Gpu,OpSys,Weight,Price,Tochscreen,IPS,CPU,HDD,SSD,PPI
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.5,140656,0,1,Intel Core i7,1000,256,141.21
Dell,Notebook,4,500 HDD,Intel,Windows 10,1.6,76921,0,0,Intel Core i5,500,0,111.94
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.34,204390,0,1,Intel Core i7,1000,256,141.21
Lenovo,Notebook,8,256 SSD,Intel,No OS,2.3,50372,0,1,Intel Core i5,0,256,141.21
Dell,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.24,159380,1,0,Intel Core i5,0,256,276.05
Dell,Notebook,4,500 HDD,Intel,Linux/Android/Chrome OS,2.2,28482,0,0,Intel Pentium,500,0,100.45
HP,Notebook,4,500 HDD,AMD,Windows 10,1.86,35076,0,0,AMD A Series,500,0,100.45
Lenovo,Notebook,6,128 SSD,Nvidia,Windows 10,2.4,50020,0,0,Intel Core i3,0,128,141.21
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,1.9,94239,0,1,Intel Core i5,0,256,157.35
Dell,Notebook,4,500 HDD,Intel,Windows 10,2.2,39031,0,0,Intel Pentium,500,0,100.45
Asus,Notebook,4,1000 HDD,Intel,Windows 10,2.0,29801,0,0,Intel Celeron,1000,0,100.45
Asus,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,4.0,167029,0,1,Intel Core i7,1000,128,127.34
Dell,Notebook,4,500 HDD,Intel,Windows 10,2.29,43075,0,0,Intel Core i3,500,0,100.45
Lenovo,Notebook,8,1.0000 Hybrid,AMD,Windows 7,2.32,78679,0,0,Intel Core i7,0,0,141.21
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.4,108041,0,0,Intel Core i7,1000,128,141.21
Lenovo,2 in 1 Convertible,4,128 SSD,Intel,Windows 10,1.8,73229,1,0,Intel Core i5,0,128,157.35
Asus,Ultrabook,8,512 SSD,Intel,Windows 10,1.2,64086,0,1,Intel Core M,0,512,165.63
Dell,Notebook,6,1000 HDD,Intel,Windows 10,2.3,40350,0,0,Intel Core i3,1000,0,100.45
Acer,Notebook,4,500 HDD,Intel,Linux/Android/Chrome OS,2.4,25405,0,0,Intel Celeron,500,0,100.45
Dell,Notebook,2,500 HDD,Intel,Windows 10,2.2,33317,0,0,Intel Celeron,500,0,100.45
Lenovo,Notebook,8,1000 HDD,Nvidia,Windows 10,2.6,79031,0,1,Intel Core i7,1000,0,141.21
HP,Notebook,6,1.0000 Hybrid,AMD,Windows 10,2.04,48349,0,0,AMD A Series,0,0,141.21
Dell,Notebook,8,1000 HDD,AMD,Linux/Android/Chrome OS,2.3,70854,0,0,Intel Core i7,1000,0,100.45
HP,Netbook,2,32 Flash Storage,Intel,Windows 10,1.17,18373,0,0,Intel Celeron,0,0,135.09
Asus,Notebook,4,500 HDD,Nvidia,Windows 10,2.2,63323,0,0,Intel Core i7,500,0,100.45
Lenovo,2 in 1 Convertible,4,128 SSD,Intel,Windows 10,1.8,56086,1,1,Intel Core i7,0,128,157.35
Lenovo,2 in 1 Convertible,16,512 SSD,Intel,Windows 10,1.3,131777,1,1,Intel Core i7,0,512,276.05
Lenovo,Notebook,2,64 Flash Storage,Intel,Windows 10,1.5,20131,0,0,Intel Celeron,0,0,111.94
HP,Notebook,6,1000 HDD,AMD,Windows 10,2.19,67163,0,0,Intel Core i7,1000,0,100.45
Asus,Notebook,4,500 HDD,Intel,Windows 10,2.2,32438,0,0,Intel Celeron,500,0,100.45
